"Source Name","Sample Name.x","Characteristics: organism","Factor Value: Spaceflight.x","Factor Value: Ecotype.x","Characteristics: genotype.x","Characteristics: Material Type.x","Characteristics: age.x","Characteristics: Seed Source.x","Protocol REF...10.x","Parameter Value: Canister and Position","Parameter Value: Hardware.x","Parameter Value: Growth Temperature.x","Parameter Value: growth environment.x","Parameter Value: Growth Medium.x","Parameter Value: light source.x","Parameter Value: light cycle.x","Parameter Value: Growth Time.x","Parameter Value: Quantity of Growth Medium","Parameter Value: container","Parameter Value: Number of seeds per container.x","Parameter Value: Container Diameter","Protocol REF...23.x","Parameter Value: Sample storage temperature.x","Parameter Value: Age at sample collection","Parameter Value: Sample Preservation Method.x","Comment: Original Submitted Sample Name.x","Sample Name.y","Comment: Original Submitted Sample Name.y","Characteristics: Organism.x","Characteristics: Material Type.y","Characteristics: Variety","Characteristics: genotype.y","Characteristics: developmental stage","Characteristics: age.y","Characteristics: Seed Source.y","Protocol REF...11","Factor Value: Spaceflight.y","Parameter Value: Hardware.y","Comment: Initiation Date","Comment: Completion Date","Parameter Value: light source.y","Parameter Value: Growth Temperature.y","Parameter Value: Growth Medium.y","Parameter Value: Light quality","Parameter Value: Light intensity.x","Parameter Value: light cycle.y","Parameter Value: Growth Time.y","Protocol REF...23.y","Parameter Value: sample preservation temperature","Factor Value: Sample Preservation Method","Sample Name.x","Characteristics: Organism.y","Factor Value: Ecotype.y","Factor Value: Spaceflight.x","Factor Value: Treatment","Characteristics: organism part","Characteristics: Seed Source.x","Characteristics: stratification exposure","Protocol REF...10.y","Parameter Value: light source.x","Parameter Value: Hardware.x","Parameter Value: growth environment.y","Parameter Value: Growth Time.x","Protocol REF...15.x","Parameter Value: Sample Preservation Method.y","Parameter Value: Sample Storage Temperature.x","Sample Name.y","Characteristics: Organism.x","Characteristics: ecotype.x","Factor Value: Organism Part","Factor Value: Spaceflight.y","Characteristics: Material Type.x","Protocol REF...8","Parameter Value: light source.y","Parameter Value: Light intensity.y","Parameter Value: Hardware.y","Parameter Value: growth environment.x","Parameter Value: growth time","Protocol REF...14","Protocol REF...15.y","Parameter Value: Age at harvest","Parameter Value: Sample preservation method","Parameter Value: Sample storage temperature.y","Comment: Seed source","Comment: Sample name notes","Comment: Original Submitted Sample Name","Sample Name","Characteristics: Organism.y","Characteristics: ecotype.y","Characteristics: Seed Source.y","Characteristics: Material Type.y","Characteristics: Launch Mission","Factor Value: Spaceflight","Factor Value: Genotype","Protocol REF...10","Parameter Value: Hardware","Parameter Value: light cycle","Parameter Value: growth environment.y","Parameter Value: Growth Medium","Parameter Value: Growth Time.y","Parameter Value: Quantity of growth medium","Parameter Value: Number of seeds per container.y","Parameter Value: light regimen","Protocol REF...19","Comment: Sample Description","Protocol REF...21","Parameter Value: Sample Preservation Method","Parameter Value: Sample Storage Temperature.y","Protocol REF...24","Parameter Value: ionizing radiation","Parameter Value: vehicle","Parameter Value: absorbed radiation dose","Parameter Value: absorbed radiation dose rate","Parameter Value: exposure duration","Parameter Value: ionizing radiation categorized by source"
"Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767_Day13","Arabidopsis thaliana","Col-0 PhyD","Ground Control","Light Treatment","Plant Roots","Arabidopsis Biological Resource Center SALK_027956C","6 day","growth protocol","ambient light","petri dish","Earth surface","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767_Day03","Arabidopsis thaliana","Col-0 PhyD","Ground Control","Light Treatment","Plant Roots","Arabidopsis Biological Resource Center SALK_027956C","6 day","growth protocol","ambient light","petri dish","Earth surface","3 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Col-0-PhyD_root_GC_dark_Rep1_GSM2493774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Col-0-PhyD_root_GC_dark_Rep1_GSM2493774_Day13","Arabidopsis thaliana","Col-0 PhyD","Ground Control","Dark Treatment","Plant Roots","Arabidopsis Biological Resource Center SALK_027956C","6 day","growth protocol","Not Applicable","petri dish","Earth surface","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Col-0-PhyD_root_GC_dark_Rep2_GSM2493775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Col-0-PhyD_root_GC_dark_Rep2_GSM2493775_Day13","Arabidopsis thaliana","Col-0 PhyD","Ground Control","Dark Treatment","Plant Roots","Arabidopsis Biological Resource Center SALK_027956C","6 day","growth protocol","Not Applicable","petri dish","Earth surface","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Col-0-PhyD_root_GC_dark_Rep3_GSM2493776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Col-0-PhyD_root_GC_dark_Rep3_GSM2493776_Day13","Arabidopsis thaliana","Col-0 PhyD","Ground Control","Dark Treatment","Plant Roots","Arabidopsis Biological Resource Center SALK_027956C","6 day","growth protocol","Not Applicable","petri dish","Earth surface","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_leaf_FLT_Rep1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_leaf_FLT_Rep1","Arabidopsis thaliana","Wassilewskija ecotype","leaf","Space Flight","leaf","growth protocol","light-emitting diode","100-135 micromoles/m^2/s","Vegetable Production System (VEGGIE)","ISS","11 day","treatment protocol","sample collection protocol","11 day","RNAlater","-80 degree Celsius","ABRC stock CS915 (www.arabidopsis.org)","Spaceflight, Leaf Rep. 1","GSM2516803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_leaf_FLT_Rep2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_leaf_FLT_Rep2","Arabidopsis thaliana","Wassilewskija ecotype","leaf","Space Flight","leaf","growth protocol","light-emitting diode","100-135 micromoles/m^2/s","Vegetable Production System (VEGGIE)","ISS","11 day","treatment protocol","sample collection protocol","11 day","RNAlater","-80 degree Celsius","ABRC stock CS915 (www.arabidopsis.org)","Spaceflight, Leaf Rep. 2","GSM2516804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_leaf_FLT_Rep3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_leaf_FLT_Rep3","Arabidopsis thaliana","Wassilewskija ecotype","leaf","Space Flight","leaf","growth protocol","light-emitting diode","100-135 micromoles/m^2/s","Vegetable Production System (VEGGIE)","ISS","11 day","treatment protocol","sample collection protocol","11 day","RNAlater","-80 degree Celsius","ABRC stock CS915 (www.arabidopsis.org)","Spaceflight, Leaf Rep. 3","GSM2516805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_leaf_GC_Rep1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_leaf_GC_Rep1","Arabidopsis thaliana","Wassilewskija ecotype","leaf","Ground Control","leaf","growth protocol","light-emitting diode","100-135 micromoles/m^2/s","Vegetable Production System (VEGGIE)","ISSES","11 day","treatment protocol","sample collection protocol","11 day","RNAlater","-80 degree Celsius","ABRC stock CS915 (www.arabidopsis.org)","Ground Control, Leaf Rep. 1","GSM2516800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_leaf_GC_Rep2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_leaf_GC_Rep2","Arabidopsis thaliana","Wassilewskija ecotype","leaf","Ground Control","leaf","growth protocol","light-emitting diode","100-135 micromoles/m^2/s","Vegetable Production System (VEGGIE)","ISSES","11 day","treatment protocol","sample collection protocol","11 day","RNAlater","-80 degree Celsius","ABRC stock CS915 (www.arabidopsis.org)","Ground Control, Leaf Rep. 2","GSM2516801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_leaf_GC_Rep3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_leaf_GC_Rep3","Arabidopsis thaliana","Wassilewskija ecotype","leaf","Ground Control","leaf","growth protocol","light-emitting diode","100-135 micromoles/m^2/s","Vegetable Production System (VEGGIE)","ISSES","11 day","treatment protocol","sample collection protocol","11 day","RNAlater","-80 degree Celsius","ABRC stock CS915 (www.arabidopsis.org)","Ground Control, Leaf Rep. 3","GSM2516802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep1_GSM2493780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep1_GSM2493780_Day13","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep1_GSM2493780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep1_GSM2493780_Day03","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","3 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep1_GSM2493780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep1_GSM2493780_Day06","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","6 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep1_GSM2493780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep1_GSM2493780_Day09","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","9 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep2_GSM2493781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep2_GSM2493781_Day03","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","3 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep2_GSM2493781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep2_GSM2493781_Day06","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","6 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep2_GSM2493781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep2_GSM2493781_Day09","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","9 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep2_GSM2493781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep2_GSM2493781_Day13","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep3_GSM2493782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep3_GSM2493782_Day03","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","3 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep3_GSM2493782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep3_GSM2493782_Day06","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","6 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep3_GSM2493782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep3_GSM2493782_Day09","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","9 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_Alight_Rep3_GSM2493782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_Alight_Rep3_GSM2493782_Day13","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Light Treatment","Plant Roots","Not Available","6 day","growth protocol","ambient light","petri dish","ISS-Columbus","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_dark_Rep1_GSM2493789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_dark_Rep1_GSM2493789_Day13","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Dark Treatment","Plant Roots","Not Available","6 day","growth protocol","Not Applicable","petri dish","ISS-Columbus","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_dark_Rep2_GSM2493790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_dark_Rep2_GSM2493790_Day13","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Dark Treatment","Plant Roots","Not Available","6 day","growth protocol","Not Applicable","petri dish","ISS-Columbus","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atha_Ws_root_FLT_dark_Rep3_GSM2493791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_Ws_root_FLT_dark_Rep3_GSM2493791_Day13","Arabidopsis thaliana","Wassilewskija ecotype","Space Flight","Dark Treatment","Plant Roots","Not Available","6 day","growth protocol","Not Applicable","petri dish","ISS-Columbus","13 day","sample collection","RNALater","-80 degree Celsius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
